ZCTA,UHFCODE,UHFNAME,Borough,Month,Consumption (KWH),Consumption (KW),KWH Charges,KW Charges,Current Charges,Avg_Temp
11355,403,Flushing - Clearview,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11356,403,Flushing - Clearview,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11357,403,Flushing - Clearview,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11358,403,Flushing - Clearview,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11359,403,Flushing - Clearview,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11360,403,Flushing - Clearview,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11361,404,Bayside - Little Neck,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11362,404,Bayside - Little Neck,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11363,404,Bayside - Little Neck,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11364,404,Bayside - Little Neck,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11365,406,Fresh Meadows,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11366,406,Fresh Meadows,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11367,406,Fresh Meadows,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11368,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11369,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11370,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11371,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11372,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11373,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11374,405,Ridgewood - Forest Hills,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11375,405,Ridgewood - Forest Hills,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11377,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11378,402,West Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11379,405,Ridgewood - Forest Hills,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11385,405,Ridgewood - Forest Hills,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11411,409,Southeast Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11412,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11413,409,Southeast Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11414,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11415,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11416,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11417,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11418,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11419,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11420,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11421,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11422,409,Southeast Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11423,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11424,407,Southwest Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11426,409,Southeast Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11427,409,Southeast Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11428,409,Southeast Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11429,409,Southeast Queens,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11430,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11432,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11433,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11434,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11435,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11436,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11451,408,Jamaica,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11691,410,Rockaway,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11692,410,Rockaway,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11693,410,Rockaway,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11694,410,Rockaway,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11697,410,Rockaway,QUEENS,2014-02-01,8602460.0,15819.4,561603.54,238623.07,1121123.03,54.7
11001,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11003,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11004,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11005,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11040,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11101,401,Long Island City - Astoria,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11102,401,Long Island City - Astoria,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11103,401,Long Island City - Astoria,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11104,401,Long Island City - Astoria,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11105,401,Long Island City - Astoria,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11106,401,Long Island City - Astoria,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11109,401,Long Island City - Astoria,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11351,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11354,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11355,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11356,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11357,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11358,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11359,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11360,403,Flushing - Clearview,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11361,404,Bayside - Little Neck,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11362,404,Bayside - Little Neck,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11363,404,Bayside - Little Neck,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11364,404,Bayside - Little Neck,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11365,406,Fresh Meadows,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11366,406,Fresh Meadows,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11367,406,Fresh Meadows,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11368,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11369,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11370,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11371,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11372,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11373,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11374,405,Ridgewood - Forest Hills,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11375,405,Ridgewood - Forest Hills,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11377,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11378,402,West Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11379,405,Ridgewood - Forest Hills,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11385,405,Ridgewood - Forest Hills,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11411,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11412,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11413,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11414,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11415,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11416,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11417,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11418,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11419,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11420,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11421,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11422,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11423,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11424,407,Southwest Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11426,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11427,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11428,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11429,409,Southeast Queens,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11430,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11432,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11433,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11434,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11435,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11436,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11451,408,Jamaica,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11691,410,Rockaway,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11692,410,Rockaway,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11693,410,Rockaway,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11694,410,Rockaway,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11697,410,Rockaway,QUEENS,2014-03-01,8188893.0,14765.62,544327.76,241071.09,1530762.71,54.5
11001,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11003,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11004,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11005,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11040,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11101,401,Long Island City - Astoria,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11102,401,Long Island City - Astoria,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11103,401,Long Island City - Astoria,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11104,401,Long Island City - Astoria,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11105,401,Long Island City - Astoria,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11106,401,Long Island City - Astoria,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11109,401,Long Island City - Astoria,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11351,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11354,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11355,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11356,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11357,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11358,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11359,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11360,403,Flushing - Clearview,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11361,404,Bayside - Little Neck,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11362,404,Bayside - Little Neck,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11363,404,Bayside - Little Neck,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11364,404,Bayside - Little Neck,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11365,406,Fresh Meadows,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11366,406,Fresh Meadows,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11367,406,Fresh Meadows,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11368,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11369,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11370,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11371,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11372,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11373,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11374,405,Ridgewood - Forest Hills,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11375,405,Ridgewood - Forest Hills,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11377,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11378,402,West Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11379,405,Ridgewood - Forest Hills,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11385,405,Ridgewood - Forest Hills,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11411,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11412,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11413,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11414,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11415,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11416,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11417,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11418,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11419,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11420,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11421,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11422,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11423,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11424,407,Southwest Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11426,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11427,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11428,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11429,409,Southeast Queens,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11430,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11432,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11433,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11434,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11435,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11436,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11451,408,Jamaica,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11691,410,Rockaway,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11692,410,Rockaway,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11693,410,Rockaway,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11694,410,Rockaway,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11697,410,Rockaway,QUEENS,2014-04-01,8852224.0,15334.380000000001,474362.6,295517.24,1306160.32,54.4
11001,409,Southeast Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11003,409,Southeast Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11004,409,Southeast Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11005,409,Southeast Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11040,409,Southeast Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11101,401,Long Island City - Astoria,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11102,401,Long Island City - Astoria,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11103,401,Long Island City - Astoria,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11104,401,Long Island City - Astoria,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11105,401,Long Island City - Astoria,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11106,401,Long Island City - Astoria,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11109,401,Long Island City - Astoria,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11351,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11354,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11355,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11356,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11357,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11358,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11359,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11360,403,Flushing - Clearview,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11361,404,Bayside - Little Neck,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11362,404,Bayside - Little Neck,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11363,404,Bayside - Little Neck,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11364,404,Bayside - Little Neck,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11365,406,Fresh Meadows,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11366,406,Fresh Meadows,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11367,406,Fresh Meadows,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11368,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11369,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11370,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11371,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11372,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11373,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11374,405,Ridgewood - Forest Hills,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11375,405,Ridgewood - Forest Hills,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11377,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11378,402,West Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11379,405,Ridgewood - Forest Hills,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11385,405,Ridgewood - Forest Hills,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11411,409,Southeast Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11412,408,Jamaica,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11413,409,Southeast Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11414,407,Southwest Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11415,407,Southwest Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11416,407,Southwest Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
11417,407,Southwest Queens,QUEENS,2014-05-01,7900853.0,17510.51,404430.12,261563.89,1313097.39,54.5
